# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ABCA12	ENSCAFG00000014278	ENSCAFT00000022695	protein_coding	0	3	0	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	2	1
ABCA13	ENSCAFG00000003334	ENSCAFT00000005349	protein_coding	0	0	2	4	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0
ABCA13	ENSCAFG00000003334	ENSCAFT00000044856	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ABCA2	ENSCAFG00000023212	ENSCAFT00000031220	protein_coding	0	1	0	9	0	0	0	0	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0
ABCA3	ENSCAFG00000019379	ENSCAFT00000030808	protein_coding	0	0	1	4	0	0	0	0	0	0	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
ABCA4	ENSCAFG00000020121	ENSCAFT00000005367	protein_coding	0	1	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0
ABCA4	ENSCAFG00000020121	ENSCAFT00000032029	protein_coding	0	1	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0
ABCA4	ENSCAFG00000020121	ENSCAFT00000042929	protein_coding	0	1	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0
ABCA5	ENSCAFG00000010810	ENSCAFT00000017260	protein_coding	0	2	1	6	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	2	0
ABCA7	ENSCAFG00000019617	ENSCAFT00000031202	protein_coding	0	1	1	8	0	0	0	0	0	0	0	1	0	0	5	1	0	0	0	0	1	0	0	0	0	0	3
ABCA8	ENSCAFG00000024916	ENSCAFT00000017436	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ABCA9	ENSCAFG00000010877	ENSCAFT00000017373	protein_coding	0	0	1	4	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2
ABCA9	ENSCAFG00000010877	ENSCAFT00000017398	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0
ABCA9	ENSCAFG00000010877	ENSCAFT00000049015	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1
ABCB11	ENSCAFG00000011980	ENSCAFT00000019045	protein_coding	0	2	0	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0
ABCB11	ENSCAFG00000011980	ENSCAFT00000048225	protein_coding	0	2	0	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0
ABCB5	ENSCAFG00000002654	ENSCAFT00000004202	protein_coding	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0
ABCB6	ENSCAFG00000015130	ENSCAFT00000024031	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ABCB8	ENSCAFG00000004698	ENSCAFT00000007562	protein_coding	0	0	1	2	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ABCB9	ENSCAFG00000007676	ENSCAFT00000012293	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
ABCB9	ENSCAFG00000007676	ENSCAFT00000012296	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ABCB9	ENSCAFG00000007676	ENSCAFT00000035158	protein_coding	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0
ABCC1	ENSCAFG00000018208	ENSCAFT00000027269	protein_coding	0	3	1	7	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	3	0
ABCC1	ENSCAFG00000018208	ENSCAFT00000028933	protein_coding	0	3	1	7	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	3	0
ABCC11	ENSCAFG00000010061	ENSCAFT00000016007	protein_coding	0	0	1	4	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0
ABCC11	ENSCAFG00000010061	ENSCAFT00000049771	protein_coding	0	0	1	3	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0
ABCC12	ENSCAFG00000010194	ENSCAFT00000016220	protein_coding	0	1	1	3	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	1	0
ABCC12	ENSCAFG00000010194	ENSCAFT00000043941	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ABCC2	ENSCAFG00000009536	ENSCAFT00000015149	protein_coding	0	2	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0
ABCC3	ENSCAFG00000017201	ENSCAFT00000027259	protein_coding	0	2	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	1	0
ABCC3	ENSCAFG00000017201	ENSCAFT00000046338	protein_coding	0	2	0	6	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	1	0	0	0	0	1	0
ABCC4	ENSCAFG00000005433	ENSCAFT00000008769	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ABCC5	ENSCAFG00000012085	ENSCAFT00000019223	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ABCC6	ENSCAFG00000018197	ENSCAFT00000028908	protein_coding	0	3	1	5	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	1	0	0	0	0	3	0
ABCC8	ENSCAFG00000008779	ENSCAFT00000014193	protein_coding	0	4	1	7	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	4	0
ABCC8	ENSCAFG00000008779	ENSCAFT00000014256	protein_coding	0	4	0	8	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	4	0
ABCC9	ENSCAFG00000012066	ENSCAFT00000019308	protein_coding	0	1	0	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0
ABCC9	ENSCAFG00000012066	ENSCAFT00000043641	protein_coding	0	1	0	8	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0
ABCD1	ENSCAFG00000019247	ENSCAFT00000030549	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ABCD3	ENSCAFG00000020112	ENSCAFT00000032011	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0
ABCD3	ENSCAFG00000020112	ENSCAFT00000042834	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0
ABCD4	ENSCAFG00000016923	ENSCAFT00000026780	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ABCE1	ENSCAFG00000007597	ENSCAFT00000012170	protein_coding	0	2	0	6	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	1	0
ABCE1	ENSCAFG00000007597	ENSCAFT00000049744	protein_coding	0	3	0	5	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	2	0	0	0	0	2	0
ABCF1	ENSCAFG00000030478	ENSCAFT00000000632	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ABCF1	ENSCAFG00000030478	ENSCAFT00000046193	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ABCF3	ENSCAFG00000012340	ENSCAFT00000019709	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ABCG1	ENSCAFG00000010285	ENSCAFT00000016438	protein_coding	0	3	0	6	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	3	0
ABCG1	ENSCAFG00000010285	ENSCAFT00000044127	protein_coding	0	3	0	6	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	3	0
ABCG2	ENSCAFG00000009638	ENSCAFT00000015321	protein_coding	1	1	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	1	0
ABCG2	ENSCAFG00000009638	ENSCAFT00000049656	protein_coding	0	1	0	4	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0
ABCG4	ENSCAFG00000012198	ENSCAFT00000019413	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ABCG8	ENSCAFG00000002518	ENSCAFT00000003971	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ABHD1	ENSCAFG00000004678	ENSCAFT00000036126	protein_coding	0	0	0	5	1	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ABHD12	ENSCAFG00000004389	ENSCAFT00000007062	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ABHD12B	ENSCAFG00000014594	ENSCAFT00000023159	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ABHD12B	ENSCAFG00000014594	ENSCAFT00000048523	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ABHD13	ENSCAFG00000006032	ENSCAFT00000009726	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ABHD14A	ENSCAFG00000029245	ENSCAFT00000015810	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD15	ENSCAFG00000018922	ENSCAFT00000030033	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ABHD15	ENSCAFG00000018922	ENSCAFT00000036279	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ABHD16A	ENSCAFG00000000607	ENSCAFT00000000934	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ABHD16B	ENSCAFG00000029781	ENSCAFT00000049086	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ABHD17B	ENSCAFG00000001821	ENSCAFT00000002865	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ABHD2	ENSCAFG00000011583	ENSCAFT00000018377	protein_coding	0	2	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0
ABHD3	ENSCAFG00000018243	ENSCAFT00000028985	protein_coding	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
ABHD8	ENSCAFG00000015430	ENSCAFT00000024472	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0
ABI1	ENSCAFG00000004365	ENSCAFT00000007017	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
ABI1	ENSCAFG00000004365	ENSCAFT00000007020	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
ABI2	ENSCAFG00000012817	ENSCAFT00000020385	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ABI2	ENSCAFG00000012817	ENSCAFT00000047789	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ABI3	ENSCAFG00000016920	ENSCAFT00000026775	protein_coding	0	0	1	4	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1
ABI3	ENSCAFG00000016920	ENSCAFT00000046651	protein_coding	0	0	0	5	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
ABL1	ENSCAFG00000019938	ENSCAFT00000031722	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ABL1	ENSCAFG00000019938	ENSCAFT00000031723	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ABLIM1	ENSCAFG00000011513	ENSCAFT00000018339	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ABLIM1	ENSCAFG00000011513	ENSCAFT00000045219	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ABLIM2	ENSCAFG00000014530	ENSCAFT00000023075	protein_coding	0	1	0	11	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	1	0
ABLIM2	ENSCAFG00000014530	ENSCAFT00000045774	protein_coding	0	1	0	12	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	1	0
ABLIM2	ENSCAFG00000014530	ENSCAFT00000046666	protein_coding	0	1	0	12	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	1	0
ABLIM3	ENSCAFG00000018323	ENSCAFT00000029116	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ABLIM3	ENSCAFG00000018323	ENSCAFT00000029119	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ABO	ENSCAFG00000019757	ENSCAFT00000037786	protein_coding	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0
ABR	ENSCAFG00000019060	ENSCAFT00000030275	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ABR	ENSCAFG00000019060	ENSCAFT00000030278	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ABT1	ENSCAFG00000029249	ENSCAFT00000049560	protein_coding	0	0	0	4	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ABTB1	ENSCAFG00000004082	ENSCAFT00000006540	protein_coding	0	1	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1
ABTB2	ENSCAFG00000006977	ENSCAFT00000011214	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ACAA1	ENSCAFG00000004959	ENSCAFT00000007975	protein_coding	0	1	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2
ACAA1	ENSCAFG00000004959	ENSCAFT00000049287	protein_coding	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ACAA2	ENSCAFG00000019019	ENSCAFT00000030204	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ACACA	ENSCAFG00000017996	ENSCAFT00000028673	protein_coding	0	1	0	5	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0
ACACB	ENSCAFG00000010991	ENSCAFT00000017668	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
ACAD9	ENSCAFG00000004350	ENSCAFT00000006983	protein_coding	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
ACADS	ENSCAFG00000010446	ENSCAFT00000016639	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ACADS	ENSCAFG00000010446	ENSCAFT00000035390	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ACADVL	ENSCAFG00000016016	ENSCAFT00000025417	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ACADVL	ENSCAFG00000016016	ENSCAFT00000042985	protein_coding	0	0	0	18	0	0	0	0	0	0	0	1	0	0	16	0	0	0	0	0	0	0	0	0	0	0	1
ACAN	ENSCAFG00000011534	ENSCAFT00000002034	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ACAN	ENSCAFG00000011534	ENSCAFT00000018302	protein_coding	0	2	0	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0
ACAP2	ENSCAFG00000013421	ENSCAFT00000021302	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
