# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ACD	ENSCAFG00000020352	ENSCAFT00000047143	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ACLY	ENSCAFG00000015818	ENSCAFT00000025093	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ACLY	ENSCAFG00000015818	ENSCAFT00000045100	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ACOXL	ENSCAFG00000007073	ENSCAFT00000011341	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ACOXL	ENSCAFG00000007073	ENSCAFT00000049359	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ADAMTS10	ENSCAFG00000018557	ENSCAFT00000029466	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ADCY1	ENSCAFG00000012249	ENSCAFT00000019469	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ADCY1	ENSCAFG00000012249	ENSCAFT00000048834	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ADGRL3	ENSCAFG00000002364	ENSCAFT00000003727	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
ADM2	ENSCAFG00000000609	ENSCAFT00000000933	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AJAP1	ENSCAFG00000019507	ENSCAFT00000031010	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AKAP7	ENSCAFG00000001147	ENSCAFT00000001762	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AKNA	ENSCAFG00000003340	ENSCAFT00000005347	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
AKNA	ENSCAFG00000003340	ENSCAFT00000048912	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ALDH3A2	ENSCAFG00000018166	ENSCAFT00000035903	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ALPK1	ENSCAFG00000011670	ENSCAFT00000018520	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ANAPC4	ENSCAFG00000016439	ENSCAFT00000026058	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ANAPC4	ENSCAFG00000016439	ENSCAFT00000047081	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ANKRD17	ENSCAFG00000002998	ENSCAFT00000046533	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ANKRD33	ENSCAFG00000007345	ENSCAFT00000011753	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ANKRD33	ENSCAFG00000007345	ENSCAFT00000042922	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ANLN	ENSCAFG00000003243	ENSCAFT00000005209	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ANO7	ENSCAFG00000012881	ENSCAFT00000020452	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ANXA3	ENSCAFG00000008837	ENSCAFT00000014054	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
APBA2	ENSCAFG00000010382	ENSCAFT00000016503	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ARHGAP30	ENSCAFG00000012716	ENSCAFT00000020156	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ARHGDIB	ENSCAFG00000012883	ENSCAFT00000020458	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ARHGEF16	ENSCAFG00000019474	ENSCAFT00000030963	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ARHGEF16	ENSCAFG00000019474	ENSCAFT00000049364	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ARL2-SNX15	ENSCAFG00000028760	ENSCAFT00000046389	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ARNTL2	ENSCAFG00000011089	ENSCAFT00000017664	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ARNTL2	ENSCAFG00000011089	ENSCAFT00000046810	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASCC3	ENSCAFG00000003554	ENSCAFT00000005717	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASF1A	ENSCAFG00000000939	ENSCAFT00000001453	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASTN2	ENSCAFG00000003504	ENSCAFT00000005648	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASTN2	ENSCAFG00000003504	ENSCAFT00000005650	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ATP1A1	ENSCAFG00000009795	ENSCAFT00000015555	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ATP1A1	ENSCAFG00000009795	ENSCAFT00000049162	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ATP7B	ENSCAFG00000004261	ENSCAFT00000006859	protein_coding	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
ATXN7	ENSCAFG00000006857	ENSCAFT00000011028	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ATXN7	ENSCAFG00000006857	ENSCAFT00000044091	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
BCL2L11	ENSCAFG00000030412	ENSCAFT00000045409	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
BIRC7	ENSCAFG00000012777	ENSCAFT00000020266	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
BMP4	ENSCAFG00000014880	ENSCAFT00000023624	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
BMP6	ENSCAFG00000032289	ENSCAFT00000047626	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BRE	ENSCAFG00000005205	ENSCAFT00000008394	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRINP2	ENSCAFG00000014152	ENSCAFT00000022464	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
BRPF1	ENSCAFG00000005408	ENSCAFT00000008701	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
BRSK2	ENSCAFG00000009989	ENSCAFT00000015898	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BTBD18	ENSCAFG00000028691	ENSCAFT00000044807	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
BTBD18	ENSCAFG00000028691	ENSCAFT00000045723	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
BTBD3	ENSCAFG00000030748	ENSCAFT00000047136	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
C10orf11	ENSCAFG00000015441	ENSCAFT00000024487	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
C16orf45	ENSCAFG00000018744	ENSCAFT00000029753	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
C16orf45	ENSCAFG00000018744	ENSCAFT00000045116	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
C16orf86	ENSCAFG00000023935	ENSCAFT00000037072	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C19orf70	ENSCAFG00000018796	ENSCAFT00000029838	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
C1orf111	ENSCAFG00000013091	ENSCAFT00000036623	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C3	ENSCAFG00000018625	ENSCAFT00000029568	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
C3	ENSCAFG00000018625	ENSCAFT00000036157	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
C5orf42	ENSCAFG00000018685	ENSCAFT00000029661	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
C5orf42	ENSCAFG00000018685	ENSCAFT00000029667	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
C6orf132	ENSCAFG00000031768	ENSCAFT00000049988	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C9	ENSCAFG00000018626	ENSCAFT00000029570	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
C9	ENSCAFG00000018626	ENSCAFT00000044237	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CA10	ENSCAFG00000030895	ENSCAFT00000044667	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CAB39L	ENSCAFG00000004408	ENSCAFT00000007107	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CALCA	ENSCAFG00000008562	ENSCAFT00000013581	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
CALCA	ENSCAFG00000008562	ENSCAFT00000013582	protein_coding	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0
CANT1	ENSCAFG00000005540	ENSCAFT00000008926	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CAPN1	ENSCAFG00000013830	ENSCAFT00000021965	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CAPS2	ENSCAFG00000000481	ENSCAFT00000000763	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CATSPERD	ENSCAFG00000018769	ENSCAFT00000029784	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CBFA2T2	ENSCAFG00000007420	ENSCAFT00000011896	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
CCDC189	ENSCAFG00000016671	ENSCAFT00000026399	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CCDC83	ENSCAFG00000004494	ENSCAFT00000007244	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CCDC85A	ENSCAFG00000002927	ENSCAFT00000004678	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CCDC93	ENSCAFG00000004927	ENSCAFT00000007941	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CD96	ENSCAFG00000010358	ENSCAFT00000016476	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CD96	ENSCAFG00000010358	ENSCAFT00000050121	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CDH17	ENSCAFG00000009144	ENSCAFT00000014552	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CDH17	ENSCAFG00000009144	ENSCAFT00000049692	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CDH4	ENSCAFG00000012436	ENSCAFT00000019847	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CDK18	ENSCAFG00000010082	ENSCAFT00000016029	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CELSR3	ENSCAFG00000029819	ENSCAFT00000042870	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CEP250	ENSCAFG00000008037	ENSCAFT00000012850	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CEP250	ENSCAFG00000008037	ENSCAFT00000047311	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CERCAM	ENSCAFG00000020061	ENSCAFT00000031918	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CFAP69	ENSCAFG00000001874	ENSCAFT00000002973	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CHD1L	ENSCAFG00000010944	ENSCAFT00000017488	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CHMP5	ENSCAFG00000001846	ENSCAFT00000002911	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CHODL	ENSCAFG00000008319	ENSCAFT00000013209	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CIT	ENSCAFG00000010114	ENSCAFT00000016092	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CLDN8	ENSCAFG00000008822	ENSCAFT00000014017	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
CLN6	ENSCAFG00000017473	ENSCAFT00000027690	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CLUAP1	ENSCAFG00000019274	ENSCAFT00000030600	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CLUAP1	ENSCAFG00000019274	ENSCAFT00000043410	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CNTN2	ENSCAFG00000024609	ENSCAFT00000037921	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CNTN2	ENSCAFG00000024609	ENSCAFT00000046325	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CNTRL	ENSCAFG00000003608	ENSCAFT00000005822	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
COL24A1	ENSCAFG00000020270	ENSCAFT00000032286	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
COL24A1	ENSCAFG00000020270	ENSCAFT00000035747	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
COL2A1	ENSCAFG00000009059	ENSCAFT00000014414	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
COL2A1	ENSCAFG00000009059	ENSCAFT00000023550	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
COL6A6	ENSCAFG00000006035	ENSCAFT00000009739	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
COLEC10	ENSCAFG00000031108	ENSCAFT00000047182	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
COPG1	ENSCAFG00000004255	ENSCAFT00000006920	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
COX18	ENSCAFG00000002962	ENSCAFT00000004743	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CP	ENSCAFG00000008324	ENSCAFT00000013215	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CRAMP1	ENSCAFG00000014270	ENSCAFT00000022684	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CRNN	ENSCAFG00000013000	ENSCAFT00000020640	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CRNN	ENSCAFG00000013000	ENSCAFT00000049818	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CROT	ENSCAFG00000001827	ENSCAFT00000002881	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CROT	ENSCAFG00000001827	ENSCAFT00000045514	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CSMD1	ENSCAFG00000008686	ENSCAFT00000013889	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CSMD3	ENSCAFG00000000786	ENSCAFT00000001231	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CSMD3	ENSCAFG00000000786	ENSCAFT00000001238	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CTNND1	ENSCAFG00000007767	ENSCAFT00000046798	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CTNND2	ENSCAFG00000009968	ENSCAFT00000015867	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CTNND2	ENSCAFG00000009968	ENSCAFT00000043483	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CYP4V2	ENSCAFG00000007384	ENSCAFT00000011851	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DARS2	ENSCAFG00000014522	ENSCAFT00000023062	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DGAT2L6	ENSCAFG00000016773	ENSCAFT00000026550	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DGCR8	ENSCAFG00000014196	ENSCAFT00000022533	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
DGKQ	ENSCAFG00000016708	ENSCAFT00000036168	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
DHX29	ENSCAFG00000006710	ENSCAFT00000010821	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DHX29	ENSCAFG00000006710	ENSCAFT00000043416	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DIAPH3	ENSCAFG00000004902	ENSCAFT00000007901	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
DIAPH3	ENSCAFG00000004902	ENSCAFT00000007906	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
DIAPH3	ENSCAFG00000004902	ENSCAFT00000045223	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
DMBT1	ENSCAFG00000012561	ENSCAFT00000019948	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
DMBT1	ENSCAFG00000012561	ENSCAFT00000019961	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DMBT1	ENSCAFG00000012561	ENSCAFT00000019984	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DMBX1	ENSCAFG00000004231	ENSCAFT00000006786	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DMBX1	ENSCAFG00000004231	ENSCAFT00000047515	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DOCK1	ENSCAFG00000013062	ENSCAFT00000020801	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DOCK1	ENSCAFG00000013062	ENSCAFT00000020816	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DOCK2	ENSCAFG00000016982	ENSCAFT00000026895	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DOCK3	ENSCAFG00000010229	ENSCAFT00000016280	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DOCK3	ENSCAFG00000010229	ENSCAFT00000049081	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DOCK5	ENSCAFG00000009001	ENSCAFT00000014320	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DPAGT1	ENSCAFG00000012302	ENSCAFT00000019543	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DPAGT1	ENSCAFG00000012302	ENSCAFT00000044382	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
EDNRB	ENSCAFG00000005187	ENSCAFT00000008371	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
EIF4H	ENSCAFG00000012019	ENSCAFT00000019083	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENKD1	ENSCAFG00000020350	ENSCAFT00000032409	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENPP7	ENSCAFG00000005554	ENSCAFT00000008949	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000000016	ENSCAFG00000000016	ENSCAFT00000000024	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000000016	ENSCAFG00000000016	ENSCAFT00000000025	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000000709	ENSCAFG00000000709	ENSCAFT00000046122	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000000883	ENSCAFG00000000883	ENSCAFT00000001371	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000001285	ENSCAFG00000001285	ENSCAFT00000001992	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000001434	ENSCAFG00000001434	ENSCAFT00000002249	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000001854	ENSCAFG00000001854	ENSCAFT00000002920	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
