# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ABCG8	ENSCAFG00000002518	ENSCAFT00000003971	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
ABI1	ENSCAFG00000004365	ENSCAFT00000007017	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
ABI1	ENSCAFG00000004365	ENSCAFT00000007020	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ABI3BP	ENSCAFG00000009506	ENSCAFT00000015117	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ABLIM3	ENSCAFG00000018323	ENSCAFT00000029119	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ACACA	ENSCAFG00000017996	ENSCAFT00000028673	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ACADL	ENSCAFG00000013856	ENSCAFT00000021992	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ACADS	ENSCAFG00000010446	ENSCAFT00000016639	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ACADS	ENSCAFG00000010446	ENSCAFT00000035390	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ACAN	ENSCAFG00000011534	ENSCAFT00000018302	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ACE	ENSCAFG00000012998	ENSCAFT00000020636	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ACHE	ENSCAFG00000014054	ENSCAFT00000022306	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ACOX3	ENSCAFG00000014554	ENSCAFT00000023112	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ACSBG1	ENSCAFG00000014189	ENSCAFT00000043911	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ACTG1	ENSCAFG00000005734	ENSCAFT00000009239	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ACTG1	ENSCAFG00000005734	ENSCAFT00000024000	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ADAM11	ENSCAFG00000014102	ENSCAFT00000022389	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ADAM33	ENSCAFG00000006234	ENSCAFT00000010085	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADAM33	ENSCAFG00000006234	ENSCAFT00000010090	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ADAMDEC1	ENSCAFG00000024869	ENSCAFT00000014421	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ADAMDEC1	ENSCAFG00000024869	ENSCAFT00000014465	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ADAMTS12	ENSCAFG00000018844	ENSCAFT00000029912	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ADAMTS12	ENSCAFG00000018844	ENSCAFT00000049226	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ADAMTS12	ENSCAFG00000018844	ENSCAFT00000050154	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ADAMTS2	ENSCAFG00000000334	ENSCAFT00000000511	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ADCY3	ENSCAFG00000004090	ENSCAFT00000006552	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ADCY3	ENSCAFG00000004090	ENSCAFT00000046300	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ADCY4	ENSCAFG00000012293	ENSCAFT00000019560	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADCY4	ENSCAFG00000012293	ENSCAFT00000044937	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADD2	ENSCAFG00000003407	ENSCAFT00000005489	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ADGRA1	ENSCAFG00000013706	ENSCAFT00000021738	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ADGRD1	ENSCAFG00000006655	ENSCAFT00000010739	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ADGRF5	ENSCAFG00000002054	ENSCAFT00000003267	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ADGRF5	ENSCAFG00000002054	ENSCAFT00000003269	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ADGRL3	ENSCAFG00000002364	ENSCAFT00000003727	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ADGRV1	ENSCAFG00000008218	ENSCAFT00000013109	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ADRA2C	ENSCAFG00000014602	ENSCAFT00000023187	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFDN	ENSCAFG00000000860	ENSCAFT00000001341	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AFDN	ENSCAFG00000000860	ENSCAFT00000047722	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AGO1	ENSCAFG00000003443	ENSCAFT00000005625	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AHSA1	ENSCAFG00000017215	ENSCAFT00000027264	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
AIDA	ENSCAFG00000013540	ENSCAFT00000021486	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AKAP7	ENSCAFG00000001147	ENSCAFT00000001762	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AKAP8L	ENSCAFG00000016050	ENSCAFT00000025467	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AKNA	ENSCAFG00000003340	ENSCAFT00000005347	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AKR1B1	ENSCAFG00000001290	ENSCAFT00000002000	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AKR1B1	ENSCAFG00000001290	ENSCAFT00000002002	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ALAD	ENSCAFG00000003246	ENSCAFT00000005204	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ALDH1L2	ENSCAFG00000001911	ENSCAFT00000003039	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ALG12	ENSCAFG00000000711	ENSCAFT00000001106	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ALPK1	ENSCAFG00000011670	ENSCAFT00000018520	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AMBP	ENSCAFG00000003303	ENSCAFT00000005291	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AMBP	ENSCAFG00000003303	ENSCAFT00000044704	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ANKRD17	ENSCAFG00000002998	ENSCAFT00000004833	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ANKRD17	ENSCAFG00000002998	ENSCAFT00000046533	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ANKRD40	ENSCAFG00000024785	ENSCAFT00000038293	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
ANKRD40	ENSCAFG00000024785	ENSCAFT00000048168	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
ANO1	ENSCAFG00000010664	ENSCAFT00000016979	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ANO3	ENSCAFG00000010152	ENSCAFT00000016128	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ANO7	ENSCAFG00000012881	ENSCAFT00000020452	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ANO9	ENSCAFG00000006512	ENSCAFT00000010516	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ANTXR2	ENSCAFG00000008871	ENSCAFT00000014086	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ANXA11	ENSCAFG00000015737	ENSCAFT00000024935	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AOX2	ENSCAFG00000025299	ENSCAFT00000018786	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AP4M1	ENSCAFG00000014674	ENSCAFT00000023359	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
APLP1	ENSCAFG00000006713	ENSCAFT00000010799	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
APLP1	ENSCAFG00000006713	ENSCAFT00000043539	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
APOA1	ENSCAFG00000013320	ENSCAFT00000043933	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
APOD	ENSCAFG00000013368	ENSCAFT00000021217	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
APOD	ENSCAFG00000013368	ENSCAFT00000021221	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
APOM	ENSCAFG00000000598	ENSCAFT00000000924	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ARFGAP3	ENSCAFG00000000943	ENSCAFT00000001462	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ARFGAP3	ENSCAFG00000000943	ENSCAFT00000001464	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ARG2	ENSCAFG00000016428	ENSCAFT00000026049	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ARG2	ENSCAFG00000016428	ENSCAFT00000045543	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ARHGAP17	ENSCAFG00000017492	ENSCAFT00000027716	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ARHGAP26	ENSCAFG00000006266	ENSCAFT00000010160	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ARHGAP44	ENSCAFG00000017875	ENSCAFT00000028372	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ARHGAP45	ENSCAFG00000019552	ENSCAFT00000031087	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ARHGEF10L	ENSCAFG00000015727	ENSCAFT00000024924	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ARHGEF10L	ENSCAFG00000015727	ENSCAFT00000024946	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ARHGEF26	ENSCAFG00000008638	ENSCAFT00000013704	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ARHGEF33	ENSCAFG00000006310	ENSCAFT00000010208	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ARHGEF33	ENSCAFG00000006310	ENSCAFT00000049969	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ARHGEF4	ENSCAFG00000004213	ENSCAFT00000006766	protein_coding	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
ARID1B	ENSCAFG00000000608	ENSCAFT00000000940	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ARMC5	ENSCAFG00000016892	ENSCAFT00000026742	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ARVCF	ENSCAFG00000014232	ENSCAFT00000022635	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASIC4	ENSCAFG00000015597	ENSCAFT00000024726	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
ATF3	ENSCAFG00000012339	ENSCAFT00000019588	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ATF3	ENSCAFG00000012339	ENSCAFT00000047278	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ATG16L2	ENSCAFG00000005655	ENSCAFT00000047262	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ATG2A	ENSCAFG00000014106	ENSCAFT00000022402	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ATG2A	ENSCAFG00000014106	ENSCAFT00000044044	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ATP13A3	ENSCAFG00000013458	ENSCAFT00000021344	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ATP13A3	ENSCAFG00000013458	ENSCAFT00000046115	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ATP1A2	ENSCAFG00000012174	ENSCAFT00000019707	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ATP2B1	ENSCAFG00000006121	ENSCAFT00000009907	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ATP2B1	ENSCAFG00000006121	ENSCAFT00000045632	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ATP2B1	ENSCAFG00000006121	ENSCAFT00000048522	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ATP6V1C2	ENSCAFG00000003464	ENSCAFT00000005580	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ATP6V1C2	ENSCAFG00000003464	ENSCAFT00000005583	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ATP6V1E2	ENSCAFG00000002630	ENSCAFT00000004136	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ATP9A	ENSCAFG00000011659	ENSCAFT00000018585	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ATP9A	ENSCAFG00000011659	ENSCAFT00000043895	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ATXN2	ENSCAFG00000008606	ENSCAFT00000013645	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ATXN2	ENSCAFG00000008606	ENSCAFT00000046582	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ATXN7L2	ENSCAFG00000019829	ENSCAFT00000031543	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
B3GALNT2	ENSCAFG00000011268	ENSCAFT00000017927	protein_coding	0	1	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B4GALNT4	ENSCAFG00000006492	ENSCAFT00000047436	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
B4GALT3	ENSCAFG00000031128	ENSCAFT00000043660	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BAG6	ENSCAFG00000000575	ENSCAFT00000043742	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
BAHCC1	ENSCAFG00000005732	ENSCAFT00000009236	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
BAHCC1	ENSCAFG00000005732	ENSCAFT00000048729	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
BAIAP2	ENSCAFG00000005700	ENSCAFT00000009191	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
BAIAP2	ENSCAFG00000005700	ENSCAFT00000037126	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
BAZ1A	ENSCAFG00000013302	ENSCAFT00000021125	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BAZ1A	ENSCAFG00000013302	ENSCAFT00000046060	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAZ1B	ENSCAFG00000013146	ENSCAFT00000020881	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
BAZ1B	ENSCAFG00000013146	ENSCAFT00000046112	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
BAZ1B	ENSCAFG00000013146	ENSCAFT00000046458	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
BAZ2A	ENSCAFG00000000135	ENSCAFT00000000220	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
BAZ2A	ENSCAFG00000000135	ENSCAFT00000049267	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
BCCIP	ENSCAFG00000012873	ENSCAFT00000020430	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BCL2L12	ENSCAFG00000003593	ENSCAFT00000005781	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCOR	ENSCAFG00000014099	ENSCAFT00000022385	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
BCOR	ENSCAFG00000014099	ENSCAFT00000022386	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
BDP1	ENSCAFG00000007822	ENSCAFT00000012510	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
BDP1	ENSCAFG00000007822	ENSCAFT00000049989	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
BEGAIN	ENSCAFG00000017919	ENSCAFT00000028439	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
BET1L	ENSCAFG00000006433	ENSCAFT00000010382	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
BIRC7	ENSCAFG00000012777	ENSCAFT00000020266	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BLCAP	ENSCAFG00000032145	ENSCAFT00000048995	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
BMX	ENSCAFG00000012063	ENSCAFT00000019171	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
BOC	ENSCAFG00000010582	ENSCAFT00000016849	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BPIFB6	ENSCAFG00000007341	ENSCAFT00000011748	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
BPIFC	ENSCAFG00000001777	ENSCAFT00000002792	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
BRD1	ENSCAFG00000000718	ENSCAFT00000001121	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
BRD1	ENSCAFG00000000718	ENSCAFT00000048974	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
BRD9	ENSCAFG00000010863	ENSCAFT00000017273	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
BRINP2	ENSCAFG00000014152	ENSCAFT00000022464	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
BROX	ENSCAFG00000013516	ENSCAFT00000021449	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
BRPF1	ENSCAFG00000005408	ENSCAFT00000008701	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BRPF3	ENSCAFG00000001386	ENSCAFT00000002149	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
BRPF3	ENSCAFG00000001386	ENSCAFT00000047147	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
BRWD3	ENSCAFG00000017327	ENSCAFT00000027493	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
BRWD3	ENSCAFG00000017327	ENSCAFT00000047901	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
