# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ACADVL	ENSCAFG00000016016	ENSCAFT00000042985	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ACER1	ENSCAFG00000018699	ENSCAFT00000029686	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ACHE	ENSCAFG00000014054	ENSCAFT00000022306	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ACKR3	ENSCAFG00000012206	ENSCAFT00000019378	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ACOT11	ENSCAFG00000019022	ENSCAFT00000030224	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ACOT11	ENSCAFG00000019022	ENSCAFT00000045798	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ACOX1	ENSCAFG00000004989	ENSCAFT00000008028	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ACOX1	ENSCAFG00000004989	ENSCAFT00000008030	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ACP6	ENSCAFG00000011059	ENSCAFT00000017603	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ACSL4	ENSCAFG00000018063	ENSCAFT00000028710	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ACSS3	ENSCAFG00000005820	ENSCAFT00000009377	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ACTL8	ENSCAFG00000015610	ENSCAFT00000024745	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ADAM12	ENSCAFG00000012986	ENSCAFT00000045636	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ADAM18	ENSCAFG00000005769	ENSCAFT00000009310	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ADAM23	ENSCAFG00000013414	ENSCAFT00000021281	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
ADAM33	ENSCAFG00000006234	ENSCAFT00000010090	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ADAM9	ENSCAFG00000005847	ENSCAFT00000009441	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ADAM9	ENSCAFG00000005847	ENSCAFT00000044312	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ADAM9	ENSCAFG00000005847	ENSCAFT00000044346	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ADAM9	ENSCAFG00000005847	ENSCAFT00000046521	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ADAM9	ENSCAFG00000005847	ENSCAFT00000049621	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ADAMTS16	ENSCAFG00000010395	ENSCAFT00000016528	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADAMTS17	ENSCAFG00000010709	ENSCAFT00000017051	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ADAMTS17	ENSCAFG00000010709	ENSCAFT00000017056	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ADAMTS20	ENSCAFG00000009744	ENSCAFT00000015482	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ADAMTSL1	ENSCAFG00000001581	ENSCAFT00000002481	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ADAR	ENSCAFG00000017169	ENSCAFT00000027191	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ADCY1	ENSCAFG00000012249	ENSCAFT00000019469	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ADCY1	ENSCAFG00000012249	ENSCAFT00000048834	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ADCY2	ENSCAFG00000010238	ENSCAFT00000016298	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ADCY4	ENSCAFG00000012293	ENSCAFT00000019560	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ADCY4	ENSCAFG00000012293	ENSCAFT00000044937	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ADCY5	ENSCAFG00000012084	ENSCAFT00000019177	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ADCY5	ENSCAFG00000012084	ENSCAFT00000049712	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ADGRA3	ENSCAFG00000016531	ENSCAFT00000026181	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ADGRB1	ENSCAFG00000001269	ENSCAFT00000001959	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ADGRB2	ENSCAFG00000010872	ENSCAFT00000017327	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ADGRB2	ENSCAFG00000010872	ENSCAFT00000046829	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ADGRE1	ENSCAFG00000018571	ENSCAFT00000029481	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ADGRG2	ENSCAFG00000012983	ENSCAFT00000020607	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ADGRL2	ENSCAFG00000020330	ENSCAFT00000032382	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ADGRL2	ENSCAFG00000020330	ENSCAFT00000032389	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ADRB1	ENSCAFG00000011219	ENSCAFT00000017826	protein_coding	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0
AFF2	ENSCAFG00000019094	ENSCAFT00000030321	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
AFF2	ENSCAFG00000019094	ENSCAFT00000036247	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
AFF3	ENSCAFG00000023079	ENSCAFT00000003518	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AFF3	ENSCAFG00000023079	ENSCAFT00000003521	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AGAP1	ENSCAFG00000012092	ENSCAFT00000019261	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
AHI1	ENSCAFG00000000234	ENSCAFT00000000373	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AIFM3	ENSCAFG00000030423	ENSCAFT00000024084	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
AIPL1	ENSCAFG00000015473	ENSCAFT00000024545	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AJAP1	ENSCAFG00000019507	ENSCAFT00000031010	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
AKR1E2	ENSCAFG00000005329	ENSCAFT00000008589	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AKR1E2	ENSCAFG00000005329	ENSCAFT00000045320	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AKR1E2	ENSCAFG00000005329	ENSCAFT00000048696	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ALDH7A1	ENSCAFG00000000588	ENSCAFT00000000904	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ALDH7A1	ENSCAFG00000000588	ENSCAFT00000047359	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ALDOB	ENSCAFG00000002598	ENSCAFT00000004093	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ALKBH3	ENSCAFG00000006657	ENSCAFT00000010727	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ALKBH3	ENSCAFG00000006657	ENSCAFT00000048922	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ALKBH5	ENSCAFG00000018315	ENSCAFT00000029091	protein_coding	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ALS2	ENSCAFG00000012360	ENSCAFT00000019642	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AMHR2	ENSCAFG00000006934	ENSCAFT00000011129	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ANAPC4	ENSCAFG00000016439	ENSCAFT00000047081	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ANKH	ENSCAFG00000014290	ENSCAFT00000022708	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ANLN	ENSCAFG00000003243	ENSCAFT00000005209	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ANO10	ENSCAFG00000004479	ENSCAFT00000007214	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ANO10	ENSCAFG00000004479	ENSCAFT00000007218	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ANO3	ENSCAFG00000010152	ENSCAFT00000016128	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ANO8	ENSCAFG00000015416	ENSCAFT00000024456	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ANO9	ENSCAFG00000006512	ENSCAFT00000010516	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ANP32A	ENSCAFG00000017502	ENSCAFT00000027728	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ANTXR1	ENSCAFG00000003276	ENSCAFT00000005248	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ANXA11	ENSCAFG00000015737	ENSCAFT00000024935	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ANXA3	ENSCAFG00000008837	ENSCAFT00000014054	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AP1B1	ENSCAFG00000012067	ENSCAFT00000019193	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AP4B1	ENSCAFG00000009267	ENSCAFT00000014726	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AP4E1	ENSCAFG00000015318	ENSCAFT00000024322	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
APBA2	ENSCAFG00000010382	ENSCAFT00000016503	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
APBA3	ENSCAFG00000019193	ENSCAFT00000030470	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
APBA3	ENSCAFG00000019193	ENSCAFT00000045025	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
APEH	ENSCAFG00000011449	ENSCAFT00000018181	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AQP6	ENSCAFG00000008366	ENSCAFT00000013289	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ARFGAP3	ENSCAFG00000000943	ENSCAFT00000001462	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ARFGAP3	ENSCAFG00000000943	ENSCAFT00000001464	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ARGLU1	ENSCAFG00000024434	ENSCAFT00000044002	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ARHGAP17	ENSCAFG00000017492	ENSCAFT00000027716	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ARHGAP24	ENSCAFG00000009320	ENSCAFT00000014859	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
ARHGAP39	ENSCAFG00000001669	ENSCAFT00000002618	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ARHGDIG	ENSCAFG00000015363	ENSCAFT00000024378	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ARHGEF10	ENSCAFG00000013667	ENSCAFT00000021678	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ARHGEF10	ENSCAFG00000013667	ENSCAFT00000022836	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ARHGEF26	ENSCAFG00000008638	ENSCAFT00000013704	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ARHGEF28	ENSCAFG00000008274	ENSCAFT00000013139	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
ARHGEF28	ENSCAFG00000008274	ENSCAFT00000013142	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
ARID1A	ENSCAFG00000012314	ENSCAFT00000019631	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ARID1B	ENSCAFG00000000608	ENSCAFT00000000940	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ARID4A	ENSCAFG00000023936	ENSCAFT00000024422	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ARMC9	ENSCAFG00000010979	ENSCAFT00000017508	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ARMC9	ENSCAFG00000010979	ENSCAFT00000047755	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ARNT2	ENSCAFG00000013922	ENSCAFT00000022111	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ARTN	ENSCAFG00000030277	ENSCAFT00000048557	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASB2	ENSCAFG00000017612	ENSCAFT00000027927	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASIC4	ENSCAFG00000015597	ENSCAFT00000024726	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASTN2	ENSCAFG00000003504	ENSCAFT00000005648	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASTN2	ENSCAFG00000003504	ENSCAFT00000005650	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ATE1	ENSCAFG00000012400	ENSCAFT00000019696	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ATE1	ENSCAFG00000012400	ENSCAFT00000049647	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ATF6B	ENSCAFG00000000761	ENSCAFT00000001189	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ATM	ENSCAFG00000014454	ENSCAFT00000023032	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ATM	ENSCAFG00000014454	ENSCAFT00000048574	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ATP11A	ENSCAFG00000006199	ENSCAFT00000010034	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ATP1A2	ENSCAFG00000012174	ENSCAFT00000019707	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ATP2A2	ENSCAFG00000008434	ENSCAFT00000027396	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ATP2B2	ENSCAFG00000005076	ENSCAFT00000049238	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ATP2C1	ENSCAFG00000006055	ENSCAFT00000031759	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ATP6V0A4	ENSCAFG00000004236	ENSCAFT00000006826	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ATP6V0D2	ENSCAFG00000008749	ENSCAFT00000013922	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ATP6V0E2	ENSCAFG00000004543	ENSCAFT00000007316	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ATP9B	ENSCAFG00000000012	ENSCAFT00000000014	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ATP9B	ENSCAFG00000000012	ENSCAFT00000042968	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ATP9B	ENSCAFG00000000012	ENSCAFT00000046825	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ATRN	ENSCAFG00000006278	ENSCAFT00000010258	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ATXN7L1	ENSCAFG00000004012	ENSCAFT00000006423	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ATXN7L1	ENSCAFG00000004012	ENSCAFT00000049388	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AXIN1	ENSCAFG00000019684	ENSCAFT00000031298	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
B3GNTL1	ENSCAFG00000013104	ENSCAFT00000020798	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
B4GALNT3	ENSCAFG00000015788	ENSCAFT00000025016	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
B4GALT6	ENSCAFG00000018037	ENSCAFT00000028668	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
BAIAP2L2	ENSCAFG00000001427	ENSCAFT00000002222	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
BAZ2A	ENSCAFG00000000135	ENSCAFT00000000220	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
BAZ2A	ENSCAFG00000000135	ENSCAFT00000049267	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
BBS7	ENSCAFG00000004128	ENSCAFT00000006616	protein_coding	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
BCAR1	ENSCAFG00000020081	ENSCAFT00000031962	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BCAR1	ENSCAFG00000020081	ENSCAFT00000045079	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BCCIP	ENSCAFG00000012873	ENSCAFT00000020430	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BCKDHB	ENSCAFG00000002848	ENSCAFT00000004556	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
BCL3	ENSCAFG00000004655	ENSCAFT00000007490	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BCOR	ENSCAFG00000014099	ENSCAFT00000022385	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
BCOR	ENSCAFG00000014099	ENSCAFT00000022386	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BEGAIN	ENSCAFG00000017919	ENSCAFT00000028439	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
BEND5	ENSCAFG00000003935	ENSCAFT00000006323	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
BIN1	ENSCAFG00000004606	ENSCAFT00000007439	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
BIN1	ENSCAFG00000004606	ENSCAFT00000007444	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
BMP6	ENSCAFG00000032289	ENSCAFT00000047626	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
BMPR1B	ENSCAFG00000010107	ENSCAFT00000016073	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
BMPR2	ENSCAFG00000023687	ENSCAFT00000036570	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
