# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ABCC1	ENSCAFG00000018208	ENSCAFT00000028933	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ABCC6	ENSCAFG00000018197	ENSCAFT00000028908	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ABHD3	ENSCAFG00000018243	ENSCAFT00000028985	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ABL1	ENSCAFG00000019938	ENSCAFT00000031723	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ABLIM2	ENSCAFG00000014530	ENSCAFT00000023075	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ABLIM2	ENSCAFG00000014530	ENSCAFT00000045774	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ABLIM2	ENSCAFG00000014530	ENSCAFT00000046666	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ABLIM3	ENSCAFG00000018323	ENSCAFT00000029116	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ABLIM3	ENSCAFG00000018323	ENSCAFT00000029119	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ABO	ENSCAFG00000019757	ENSCAFT00000037786	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ACACA	ENSCAFG00000017996	ENSCAFT00000028673	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ACAT1	ENSCAFG00000014570	ENSCAFT00000023145	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ACBD6	ENSCAFG00000012761	ENSCAFT00000020241	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ACD	ENSCAFG00000020352	ENSCAFT00000032411	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
ACD	ENSCAFG00000020352	ENSCAFT00000037042	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
ACD	ENSCAFG00000020352	ENSCAFT00000047143	protein_coding	0	1	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0
ACER2	ENSCAFG00000029621	ENSCAFT00000042911	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ACO2	ENSCAFG00000001075	ENSCAFT00000001657	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ACOX3	ENSCAFG00000014554	ENSCAFT00000023112	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ACSM4	ENSCAFG00000023236	ENSCAFT00000028547	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ACTA1	ENSCAFG00000008253	ENSCAFT00000013094	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ACTL6B	ENSCAFG00000014302	ENSCAFT00000022731	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ACTN4	ENSCAFG00000005776	ENSCAFT00000009417	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ACTN4	ENSCAFG00000005776	ENSCAFT00000009433	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADAM21	ENSCAFG00000016663	ENSCAFT00000026389	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ADAMTS12	ENSCAFG00000018844	ENSCAFT00000029912	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ADAMTS12	ENSCAFG00000018844	ENSCAFT00000049226	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ADAMTS12	ENSCAFG00000018844	ENSCAFT00000050154	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ADAMTS13	ENSCAFG00000019776	ENSCAFT00000031444	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ADAMTS14	ENSCAFG00000014083	ENSCAFT00000022359	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADAMTS14	ENSCAFG00000014083	ENSCAFT00000035862	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADAMTS17	ENSCAFG00000010709	ENSCAFT00000017051	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ADAMTS17	ENSCAFG00000010709	ENSCAFT00000017056	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ADAMTS6	ENSCAFG00000007352	ENSCAFT00000011810	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADAMTS6	ENSCAFG00000007352	ENSCAFT00000044326	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADAMTS7	ENSCAFG00000014148	ENSCAFT00000022463	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
ADAMTSL1	ENSCAFG00000001581	ENSCAFT00000002481	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADAP1	ENSCAFG00000011344	ENSCAFT00000018028	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADCK1	ENSCAFG00000017246	ENSCAFT00000027310	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADCK5	ENSCAFG00000001595	ENSCAFT00000002499	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ADCY10	ENSCAFG00000015387	ENSCAFT00000024423	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADCY8	ENSCAFG00000001097	ENSCAFT00000001672	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADD2	ENSCAFG00000003407	ENSCAFT00000005489	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ADGRA3	ENSCAFG00000016531	ENSCAFT00000026181	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ADGRB1	ENSCAFG00000001269	ENSCAFT00000001959	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ADGRG3	ENSCAFG00000008693	ENSCAFT00000013806	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADGRG3	ENSCAFG00000008693	ENSCAFT00000049273	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADM5	ENSCAFG00000028797	ENSCAFT00000043321	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFAP1L1	ENSCAFG00000018303	ENSCAFT00000029078	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AFDN	ENSCAFG00000000860	ENSCAFT00000001341	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AFDN	ENSCAFG00000000860	ENSCAFT00000047722	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AFG3L2	ENSCAFG00000018817	ENSCAFT00000029872	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AGAP2	ENSCAFG00000000273	ENSCAFT00000000434	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AGFG2	ENSCAFG00000014351	ENSCAFT00000022807	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AGFG2	ENSCAFG00000014351	ENSCAFT00000043766	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AGRN	ENSCAFG00000019342	ENSCAFT00000030741	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AJAP1	ENSCAFG00000019507	ENSCAFT00000031010	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AK9	ENSCAFG00000003835	ENSCAFT00000006176	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AK9	ENSCAFG00000003835	ENSCAFT00000045576	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AKAP6	ENSCAFG00000013167	ENSCAFT00000020907	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AKNA	ENSCAFG00000003340	ENSCAFT00000005347	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AKR1B1	ENSCAFG00000001290	ENSCAFT00000002000	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AKR1B1	ENSCAFG00000001290	ENSCAFT00000002002	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AKT1	ENSCAFG00000018354	ENSCAFT00000029177	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKT2	ENSCAFG00000005388	ENSCAFT00000008666	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AKT2	ENSCAFG00000005388	ENSCAFT00000029180	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ALDH1B1	ENSCAFG00000002400	ENSCAFT00000003767	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ALDH1L2	ENSCAFG00000001911	ENSCAFT00000003039	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
ALDOC	ENSCAFG00000018719	ENSCAFT00000029710	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ALDOC	ENSCAFG00000018719	ENSCAFT00000037104	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ALG12	ENSCAFG00000000711	ENSCAFT00000001106	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ALPK2	ENSCAFG00000000107	ENSCAFT00000000169	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AMBP	ENSCAFG00000003303	ENSCAFT00000005291	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AMBP	ENSCAFG00000003303	ENSCAFT00000044704	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AMDHD2	ENSCAFG00000019360	ENSCAFT00000030766	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AMPD2	ENSCAFG00000019815	ENSCAFT00000031524	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
AMPD2	ENSCAFG00000019815	ENSCAFT00000035815	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
ANK3	ENSCAFG00000012694	ENSCAFT00000020300	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANK3	ENSCAFG00000012694	ENSCAFT00000020308	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANKH	ENSCAFG00000014290	ENSCAFT00000022708	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANKRD16	ENSCAFG00000005221	ENSCAFT00000008421	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANKRD55	ENSCAFG00000006908	ENSCAFT00000011095	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANKRD55	ENSCAFG00000006908	ENSCAFT00000043259	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANKRD66	ENSCAFG00000028803	ENSCAFT00000044617	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ANKRD9	ENSCAFG00000018059	ENSCAFT00000028691	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ANKS6	ENSCAFG00000002492	ENSCAFT00000003928	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANTXR1	ENSCAFG00000003276	ENSCAFT00000005248	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ANXA11	ENSCAFG00000015737	ENSCAFT00000024935	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AOC2	ENSCAFG00000030830	ENSCAFT00000023348	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AOC3	ENSCAFG00000014660	ENSCAFT00000023281	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AOC3	ENSCAFG00000014660	ENSCAFT00000023287	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AP1G1	ENSCAFG00000020205	ENSCAFT00000032187	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AP2B1	ENSCAFG00000018246	ENSCAFT00000028998	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
AP3B2	ENSCAFG00000013108	ENSCAFT00000020838	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
AP3B2	ENSCAFG00000013108	ENSCAFT00000049658	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
AP4M1	ENSCAFG00000014674	ENSCAFT00000023359	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
APBA2	ENSCAFG00000010382	ENSCAFT00000016503	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
APOA1	ENSCAFG00000013320	ENSCAFT00000043933	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
APOA5	ENSCAFG00000013327	ENSCAFT00000021156	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AQP4	ENSCAFG00000018125	ENSCAFT00000028797	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ARG1	ENSCAFG00000000386	ENSCAFT00000000601	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ARG1	ENSCAFG00000000386	ENSCAFT00000000605	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ARHGAP17	ENSCAFG00000017492	ENSCAFT00000027716	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ARHGAP23	ENSCAFG00000016627	ENSCAFT00000026340	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ARHGAP23	ENSCAFG00000016627	ENSCAFT00000045837	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ARHGAP23	ENSCAFG00000016627	ENSCAFT00000045929	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ARHGAP25	ENSCAFG00000003268	ENSCAFT00000005238	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ARHGAP29	ENSCAFG00000020116	ENSCAFT00000032016	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF10L	ENSCAFG00000015727	ENSCAFT00000024924	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ARHGEF10L	ENSCAFG00000015727	ENSCAFT00000024946	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ARHGEF25	ENSCAFG00000000250	ENSCAFT00000000393	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ARHGEF28	ENSCAFG00000008274	ENSCAFT00000013139	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ARHGEF28	ENSCAFG00000008274	ENSCAFT00000013142	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ARHGEF37	ENSCAFG00000018281	ENSCAFT00000029042	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ARID5B	ENSCAFG00000012991	ENSCAFT00000020628	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ARID5B	ENSCAFG00000012991	ENSCAFT00000048488	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ARMC5	ENSCAFG00000016892	ENSCAFT00000026742	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ARRDC1	ENSCAFG00000019394	ENSCAFT00000030832	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ARRDC4	ENSCAFG00000010896	ENSCAFT00000017333	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASB6	ENSCAFG00000019984	ENSCAFT00000031800	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASH1L	ENSCAFG00000016944	ENSCAFT00000026816	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASH1L	ENSCAFG00000016944	ENSCAFT00000048670	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASNS	ENSCAFG00000002222	ENSCAFT00000003490	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASPN	ENSCAFG00000002307	ENSCAFT00000037590	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ASPRV1	ENSCAFG00000003324	ENSCAFT00000005320	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASTN1	ENSCAFG00000014179	ENSCAFT00000022524	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASTN2	ENSCAFG00000003504	ENSCAFT00000005648	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ASTN2	ENSCAFG00000003504	ENSCAFT00000005650	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ATAD5	ENSCAFG00000018481	ENSCAFT00000029357	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ATAD5	ENSCAFG00000018481	ENSCAFT00000043833	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ATF4	ENSCAFG00000001324	ENSCAFT00000002053	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ATG10	ENSCAFG00000008646	ENSCAFT00000013712	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ATG14	ENSCAFG00000015046	ENSCAFT00000023889	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ATL1	ENSCAFG00000014460	ENSCAFT00000039358	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ATL1	ENSCAFG00000014460	ENSCAFT00000039365	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ATM	ENSCAFG00000014454	ENSCAFT00000023032	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
ATM	ENSCAFG00000014454	ENSCAFT00000048574	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
ATMIN	ENSCAFG00000020016	ENSCAFT00000031851	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ATMIN	ENSCAFG00000020016	ENSCAFT00000046152	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ATP10A	ENSCAFG00000010085	ENSCAFT00000016031	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ATP10A	ENSCAFG00000010085	ENSCAFT00000048167	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ATP23	ENSCAFG00000000310	ENSCAFT00000049505	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
