# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ABCA3	ENSCAFG00000019379	ENSCAFT00000030808	protein_coding	0	3	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	2	0
ABCA4	ENSCAFG00000020121	ENSCAFT00000005367	protein_coding	0	1	1	13	0	0	0	0	0	0	0	0	0	12	1	0	0	0	0	1	0	0	0	1	1
ABCA4	ENSCAFG00000020121	ENSCAFT00000032029	protein_coding	0	1	1	14	0	0	0	0	0	0	0	1	0	12	1	0	0	0	0	1	0	0	0	1	1
ABCA4	ENSCAFG00000020121	ENSCAFT00000042929	protein_coding	0	1	1	14	0	0	2	0	0	0	0	1	0	9	1	0	0	0	0	1	0	0	0	0	2
ABCA5	ENSCAFG00000010810	ENSCAFT00000017260	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ABCA9	ENSCAFG00000010877	ENSCAFT00000017373	protein_coding	0	2	2	3	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	1	0	0	0	1	0
ABCA9	ENSCAFG00000010877	ENSCAFT00000017398	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
ABCA9	ENSCAFG00000010877	ENSCAFT00000049015	protein_coding	0	1	2	11	0	0	0	0	0	0	0	0	0	12	2	0	0	0	0	1	0	0	0	0	0
ABCB10	ENSCAFG00000012137	ENSCAFT00000019279	protein_coding	0	1	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0
ABCC1	ENSCAFG00000018208	ENSCAFT00000027269	protein_coding	0	2	1	3	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	2	0
ABCC1	ENSCAFG00000018208	ENSCAFT00000028933	protein_coding	0	2	1	3	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	2	0
ABCC11	ENSCAFG00000010061	ENSCAFT00000016007	protein_coding	0	1	1	5	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	1	0
ABCC11	ENSCAFG00000010061	ENSCAFT00000049771	protein_coding	0	1	1	5	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	1	0
ABCC12	ENSCAFG00000010194	ENSCAFT00000016220	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0
ABCC12	ENSCAFG00000010194	ENSCAFT00000043941	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ABCC3	ENSCAFG00000017201	ENSCAFT00000027259	protein_coding	0	1	1	4	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	1	0
ABCC3	ENSCAFG00000017201	ENSCAFT00000046338	protein_coding	0	1	0	7	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	1	0
ABCC6	ENSCAFG00000018197	ENSCAFT00000028908	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1
ABCD3	ENSCAFG00000020112	ENSCAFT00000032011	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ABCD3	ENSCAFG00000020112	ENSCAFT00000042834	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ABCD4	ENSCAFG00000016923	ENSCAFT00000026780	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ABCF1	ENSCAFG00000030478	ENSCAFT00000000632	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ABCF1	ENSCAFG00000030478	ENSCAFT00000046193	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ABCG4	ENSCAFG00000012198	ENSCAFT00000019413	protein_coding	0	1	0	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0
ABCG5	ENSCAFG00000002504	ENSCAFT00000003956	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1
ABCG8	ENSCAFG00000002518	ENSCAFT00000003971	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
ABHD12B	ENSCAFG00000014594	ENSCAFT00000023159	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ABHD12B	ENSCAFG00000014594	ENSCAFT00000048523	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ABHD15	ENSCAFG00000018922	ENSCAFT00000030033	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ABHD15	ENSCAFG00000018922	ENSCAFT00000036279	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ABHD16A	ENSCAFG00000000607	ENSCAFT00000000934	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ABHD17B	ENSCAFG00000001821	ENSCAFT00000002865	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ABHD2	ENSCAFG00000011583	ENSCAFT00000018377	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ABI1	ENSCAFG00000004365	ENSCAFT00000007017	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ABI1	ENSCAFG00000004365	ENSCAFT00000007020	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ABI3	ENSCAFG00000016920	ENSCAFT00000026775	protein_coding	0	1	1	5	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	1	2
ABI3	ENSCAFG00000016920	ENSCAFT00000046651	protein_coding	0	2	0	6	0	1	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	1
ABL1	ENSCAFG00000019938	ENSCAFT00000031722	protein_coding	0	2	2	4	0	0	0	0	0	0	0	1	0	3	2	0	0	0	0	0	0	0	0	2	0
ABL1	ENSCAFG00000019938	ENSCAFT00000031723	protein_coding	0	2	2	4	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	2	0
ABL2	ENSCAFG00000013920	ENSCAFT00000022081	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ABLIM2	ENSCAFG00000014530	ENSCAFT00000023075	protein_coding	0	3	0	10	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	3	1
ABLIM2	ENSCAFG00000014530	ENSCAFT00000045774	protein_coding	0	3	0	12	0	0	0	0	0	0	0	2	0	10	0	0	0	0	0	0	0	0	0	3	0
ABLIM2	ENSCAFG00000014530	ENSCAFT00000046666	protein_coding	0	3	0	12	0	0	0	0	0	0	0	2	0	10	0	0	0	0	0	0	0	0	0	3	0
ABLIM3	ENSCAFG00000018323	ENSCAFT00000029116	protein_coding	0	1	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	1
ABLIM3	ENSCAFG00000018323	ENSCAFT00000029119	protein_coding	0	1	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0
ABO	ENSCAFG00000019757	ENSCAFT00000037786	protein_coding	0	4	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0
ABR	ENSCAFG00000019060	ENSCAFT00000030275	protein_coding	0	1	0	9	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	1	0
ABR	ENSCAFG00000019060	ENSCAFT00000030278	protein_coding	0	1	0	7	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0
ACAA2	ENSCAFG00000019019	ENSCAFT00000030204	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ACACA	ENSCAFG00000017996	ENSCAFT00000028673	protein_coding	0	1	0	5	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0
ACAD8	ENSCAFG00000009762	ENSCAFT00000015510	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ACADM	ENSCAFG00000020393	ENSCAFT00000032477	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ACADM	ENSCAFG00000020393	ENSCAFT00000047118	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ACADVL	ENSCAFG00000016016	ENSCAFT00000025417	protein_coding	0	0	1	2	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
ACADVL	ENSCAFG00000016016	ENSCAFT00000042985	protein_coding	0	0	1	8	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0
ACAN	ENSCAFG00000011534	ENSCAFT00000002034	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ACAN	ENSCAFG00000011534	ENSCAFT00000018302	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ACAP3	ENSCAFG00000019294	ENSCAFT00000030647	protein_coding	0	1	1	7	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	5
ACAT1	ENSCAFG00000014570	ENSCAFT00000023145	protein_coding	0	0	1	5	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	1
ACAT1	ENSCAFG00000014570	ENSCAFT00000047270	protein_coding	0	0	1	4	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0
ACAT2	ENSCAFG00000000720	ENSCAFT00000001128	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ACBD3	ENSCAFG00000016115	ENSCAFT00000025561	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ACBD5	ENSCAFG00000004377	ENSCAFT00000007030	protein_coding	0	0	2	2	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
ACBD6	ENSCAFG00000012761	ENSCAFT00000020241	protein_coding	0	1	1	4	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	2
ACD	ENSCAFG00000020352	ENSCAFT00000032411	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ACD	ENSCAFG00000020352	ENSCAFT00000037042	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ACD	ENSCAFG00000020352	ENSCAFT00000047143	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ACE	ENSCAFG00000012998	ENSCAFT00000020636	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0
ACER2	ENSCAFG00000029621	ENSCAFT00000042911	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ACHE	ENSCAFG00000014054	ENSCAFT00000022306	protein_coding	0	0	0	7	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0
ACIN1	ENSCAFG00000011427	ENSCAFT00000018142	protein_coding	0	1	1	6	0	0	0	0	0	0	0	3	0	3	1	0	0	0	0	0	0	0	0	1	0
ACLY	ENSCAFG00000015818	ENSCAFT00000025093	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ACLY	ENSCAFG00000015818	ENSCAFT00000045100	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ACO1	ENSCAFG00000001786	ENSCAFT00000002821	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ACO1	ENSCAFG00000001786	ENSCAFT00000049973	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ACO1	ENSCAFG00000001786	ENSCAFT00000050196	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ACO2	ENSCAFG00000001075	ENSCAFT00000001657	protein_coding	1	6	0	15	0	0	0	0	0	0	0	6	0	8	0	0	0	0	0	0	0	1	0	6	1
ACOT11	ENSCAFG00000019022	ENSCAFT00000030224	protein_coding	0	3	0	19	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	1	0	0	0	3	0
ACOT11	ENSCAFG00000019022	ENSCAFT00000045798	protein_coding	0	3	0	16	1	0	0	0	0	0	0	0	0	15	0	0	0	0	0	1	0	0	0	3	0
ACOT12	ENSCAFG00000008698	ENSCAFT00000013808	protein_coding	0	1	1	3	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	1	0	0	0	0	0
ACOX1	ENSCAFG00000004989	ENSCAFT00000008028	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ACOX1	ENSCAFG00000004989	ENSCAFT00000008030	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ACOX3	ENSCAFG00000014554	ENSCAFT00000023112	protein_coding	0	1	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0
ACR	ENSCAFG00000000558	ENSCAFT00000000859	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ACRV1	ENSCAFG00000010655	ENSCAFT00000016950	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
ACSBG1	ENSCAFG00000014189	ENSCAFT00000022529	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ACSBG1	ENSCAFG00000014189	ENSCAFT00000043911	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ACSF2	ENSCAFG00000017050	ENSCAFT00000027010	protein_coding	0	0	0	7	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
ACSF3	ENSCAFG00000019849	ENSCAFT00000031573	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ACSM3	ENSCAFG00000017952	ENSCAFT00000028541	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ACSM5	ENSCAFG00000023658	ENSCAFT00000028561	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ACTA1	ENSCAFG00000008253	ENSCAFT00000013094	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ACTL6B	ENSCAFG00000014302	ENSCAFT00000022731	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0
ACTL7A	ENSCAFG00000002803	ENSCAFT00000004478	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL7B	ENSCAFG00000002799	ENSCAFT00000004471	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ACTL8	ENSCAFG00000015610	ENSCAFT00000024745	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0
ACTN1	ENSCAFG00000016534	ENSCAFT00000026207	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ACTN1	ENSCAFG00000016534	ENSCAFT00000026208	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ACTN2	ENSCAFG00000010822	ENSCAFT00000017321	protein_coding	0	1	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0
ACTR1B	ENSCAFG00000002380	ENSCAFT00000003738	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ACTRT2	ENSCAFG00000019471	ENSCAFT00000030961	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
ADAM15	ENSCAFG00000017100	ENSCAFT00000027093	protein_coding	1	0	0	4	0	0	0	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0	0	0	1
ADAM19	ENSCAFG00000017357	ENSCAFT00000027507	protein_coding	0	2	0	15	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	2	2
ADAM21	ENSCAFG00000016663	ENSCAFT00000026389	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS12	ENSCAFG00000018844	ENSCAFT00000029912	protein_coding	0	5	2	28	0	0	0	0	0	0	0	0	0	29	2	0	0	0	0	2	0	0	0	4	0
ADAMTS12	ENSCAFG00000018844	ENSCAFT00000049226	protein_coding	0	1	0	34	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	1	0
ADAMTS12	ENSCAFG00000018844	ENSCAFT00000050154	protein_coding	0	3	1	31	0	0	0	0	0	0	0	0	0	31	1	0	0	0	0	0	0	0	0	3	0
ADAMTS13	ENSCAFG00000019776	ENSCAFT00000031444	protein_coding	0	4	1	8	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	4	0
ADAMTS14	ENSCAFG00000014083	ENSCAFT00000022359	protein_coding	0	1	2	3	0	0	1	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0
ADAMTS14	ENSCAFG00000014083	ENSCAFT00000035862	protein_coding	0	1	2	2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0
ADAMTS17	ENSCAFG00000010709	ENSCAFT00000017051	protein_coding	0	1	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0
ADAMTS17	ENSCAFG00000010709	ENSCAFT00000017056	protein_coding	0	1	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0
ADAMTS18	ENSCAFG00000020038	ENSCAFT00000031887	protein_coding	0	1	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0
ADAMTS19	ENSCAFG00000000722	ENSCAFT00000001124	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1
ADAMTS19	ENSCAFG00000000722	ENSCAFT00000038819	protein_coding	0	1	0	4	0	1	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ADAMTS2	ENSCAFG00000000334	ENSCAFT00000000511	protein_coding	0	1	1	7	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	1	0
ADAMTS6	ENSCAFG00000007352	ENSCAFT00000011810	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ADAMTS6	ENSCAFG00000007352	ENSCAFT00000044326	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
