# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ACOXL	ENSCAFG00000007073	ENSCAFT00000049359	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ACSS1	ENSCAFG00000004360	ENSCAFT00000007012	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
ACTL9	ENSCAFG00000018565	ENSCAFT00000029470	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ACTR1A	ENSCAFG00000010210	ENSCAFT00000016205	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ACTR6	ENSCAFG00000006719	ENSCAFT00000010817	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ADAD1	ENSCAFG00000004013	ENSCAFT00000006424	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ADAD1	ENSCAFG00000004013	ENSCAFT00000044062	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ADAM28	ENSCAFG00000009056	ENSCAFT00000014470	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ADAMTS18	ENSCAFG00000020038	ENSCAFT00000031887	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ADAMTS5	ENSCAFG00000024758	ENSCAFT00000013627	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ADAMTS5	ENSCAFG00000024758	ENSCAFT00000043116	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ADAMTS7	ENSCAFG00000014148	ENSCAFT00000022463	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ADAMTS9	ENSCAFG00000006777	ENSCAFT00000010923	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ADAMTSL2	ENSCAFG00000023757	ENSCAFT00000031449	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ADAMTSL3	ENSCAFG00000013288	ENSCAFT00000021096	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ADAP1	ENSCAFG00000011344	ENSCAFT00000018028	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ADCK1	ENSCAFG00000017246	ENSCAFT00000027310	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ADGB	ENSCAFG00000023693	ENSCAFT00000000533	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ADGRG4	ENSCAFG00000018940	ENSCAFT00000017384	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ADGRL1	ENSCAFG00000016453	ENSCAFT00000026103	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ADGRL1	ENSCAFG00000016453	ENSCAFT00000049551	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AFAP1L2	ENSCAFG00000011348	ENSCAFT00000018036	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AFAP1L2	ENSCAFG00000011348	ENSCAFT00000046569	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AGPAT3	ENSCAFG00000010654	ENSCAFT00000016943	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AGPAT5	ENSCAFG00000008568	ENSCAFT00000013591	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AIF1L	ENSCAFG00000019926	ENSCAFT00000031702	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AKAP12	ENSCAFG00000000419	ENSCAFT00000000664	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
AKNA	ENSCAFG00000003340	ENSCAFT00000005347	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AKR1E2	ENSCAFG00000005329	ENSCAFT00000008589	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AKR1E2	ENSCAFG00000005329	ENSCAFT00000045320	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AKR1E2	ENSCAFG00000005329	ENSCAFT00000048696	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ALDH3A2	ENSCAFG00000018166	ENSCAFT00000035903	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ALDH9A1	ENSCAFG00000013422	ENSCAFT00000021314	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ALLC	ENSCAFG00000003277	ENSCAFT00000005258	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ALOX5	ENSCAFG00000006948	ENSCAFT00000011163	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ALPK2	ENSCAFG00000000107	ENSCAFT00000000169	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AMDHD2	ENSCAFG00000019360	ENSCAFT00000030766	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AMPD1	ENSCAFG00000009521	ENSCAFT00000015139	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ANK3	ENSCAFG00000012694	ENSCAFT00000020300	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ANK3	ENSCAFG00000012694	ENSCAFT00000020308	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ANKFY1	ENSCAFG00000015231	ENSCAFT00000024172	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ANKMY2	ENSCAFG00000002428	ENSCAFT00000003824	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ANKRD52	ENSCAFG00000000113	ENSCAFT00000000185	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ANKZF1	ENSCAFG00000015141	ENSCAFT00000024039	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ANKZF1	ENSCAFG00000015141	ENSCAFT00000046817	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ANO5	ENSCAFG00000010053	ENSCAFT00000015989	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ANO5	ENSCAFG00000010053	ENSCAFT00000015990	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ANO9	ENSCAFG00000006512	ENSCAFT00000010516	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ANXA4	ENSCAFG00000003314	ENSCAFT00000005303	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
AOX2	ENSCAFG00000025299	ENSCAFT00000018786	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AP1G2	ENSCAFG00000011529	ENSCAFT00000018396	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AP2A1	ENSCAFG00000003541	ENSCAFT00000005702	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AP2A1	ENSCAFG00000003541	ENSCAFT00000043790	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AP2A2	ENSCAFG00000009691	ENSCAFT00000015398	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
AP3D1	ENSCAFG00000019425	ENSCAFT00000030886	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
APOA1	ENSCAFG00000013320	ENSCAFT00000043933	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
APOA5	ENSCAFG00000013327	ENSCAFT00000021156	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ARGLU1	ENSCAFG00000024434	ENSCAFT00000037735	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ARGLU1	ENSCAFG00000024434	ENSCAFT00000042805	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ARGLU1	ENSCAFG00000024434	ENSCAFT00000044002	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ARHGAP29	ENSCAFG00000020116	ENSCAFT00000032016	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ARHGDIG	ENSCAFG00000015363	ENSCAFT00000024378	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ARHGEF3	ENSCAFG00000008061	ENSCAFT00000012861	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASIC3	ENSCAFG00000004709	ENSCAFT00000007583	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
ASMTL	ENSCAFG00000015291	ENSCAFT00000024283	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
ATG4D	ENSCAFG00000017776	ENSCAFT00000028187	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ATP13A4	ENSCAFG00000014158	ENSCAFT00000022472	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ATP1A4	ENSCAFG00000025205	ENSCAFT00000019757	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ATP2B4	ENSCAFG00000009564	ENSCAFT00000015202	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ATP6V0C	ENSCAFG00000019363	ENSCAFT00000030769	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
B3GALNT1	ENSCAFG00000014327	ENSCAFT00000022757	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
B3GNTL1	ENSCAFG00000013104	ENSCAFT00000020798	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
B4GALT3	ENSCAFG00000031128	ENSCAFT00000043660	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B9D1	ENSCAFG00000018206	ENSCAFT00000028921	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
BAIAP2L1	ENSCAFG00000015351	ENSCAFT00000024368	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
BAP1	ENSCAFG00000009520	ENSCAFT00000015130	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
BAP1	ENSCAFG00000009520	ENSCAFT00000035819	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
BBS4	ENSCAFG00000017717	ENSCAFT00000028102	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
BCAM	ENSCAFG00000004636	ENSCAFT00000007475	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
BCAM	ENSCAFG00000004636	ENSCAFT00000044905	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
BCAN	ENSCAFG00000016712	ENSCAFT00000026481	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
BCL3	ENSCAFG00000004655	ENSCAFT00000007490	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
BHLHA9	ENSCAFG00000023646	ENSCAFT00000036488	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
BLNK	ENSCAFG00000008477	ENSCAFT00000013457	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
BMPR2	ENSCAFG00000023687	ENSCAFT00000036570	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
BRCA2	ENSCAFG00000006383	ENSCAFT00000010309	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
BTBD18	ENSCAFG00000028691	ENSCAFT00000044807	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
BTBD18	ENSCAFG00000028691	ENSCAFT00000045723	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
BTBD19	ENSCAFG00000030713	ENSCAFT00000042943	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
BTN1A1	ENSCAFG00000025038	ENSCAFT00000017299	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
BUB1	ENSCAFG00000007062	ENSCAFT00000011319	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
BUB1	ENSCAFG00000007062	ENSCAFT00000044974	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bdkrb2	ENSCAFG00000029786	ENSCAFT00000044761	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
C10orf11	ENSCAFG00000015441	ENSCAFT00000024487	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
C11orf42	ENSCAFG00000006369	ENSCAFT00000010285	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C11orf53	ENSCAFG00000014215	ENSCAFT00000022559	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
C11orf53	ENSCAFG00000014215	ENSCAFT00000048146	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
C19orf81	ENSCAFG00000029175	ENSCAFT00000043877	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
C1QA	ENSCAFG00000031290	ENSCAFT00000048751	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1QC	ENSCAFG00000014639	ENSCAFT00000023238	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
C21orf58	ENSCAFG00000012030	ENSCAFT00000019100	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
C2CD3	ENSCAFG00000005549	ENSCAFT00000044385	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
C2orf68	ENSCAFG00000032004	ENSCAFT00000045690	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
C5	ENSCAFG00000003591	ENSCAFT00000005779	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0
C5AR1	ENSCAFG00000004175	ENSCAFT00000006697	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
C5AR1	ENSCAFG00000004175	ENSCAFT00000044621	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
C6orf106	ENSCAFG00000001229	ENSCAFT00000001910	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
C6orf222	ENSCAFG00000001393	ENSCAFT00000002157	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
C6orf52	ENSCAFG00000030234	ENSCAFT00000048970	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
C7orf43	ENSCAFG00000030613	ENSCAFT00000047914	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CA7	ENSCAFG00000020399	ENSCAFT00000032483	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
CA7	ENSCAFG00000020399	ENSCAFT00000043866	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
CABLES1	ENSCAFG00000018207	ENSCAFT00000028927	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CABLES1	ENSCAFG00000018207	ENSCAFT00000047170	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CACNA1D	ENSCAFG00000008525	ENSCAFT00000013614	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
CACNA1D	ENSCAFG00000008525	ENSCAFT00000047353	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
CACNA1H	ENSCAFG00000019596	ENSCAFT00000027134	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CACNA1H	ENSCAFG00000019596	ENSCAFT00000031144	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CACNA2D2	ENSCAFG00000010431	ENSCAFT00000016742	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CACNA2D2	ENSCAFG00000010431	ENSCAFT00000044034	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CAGE1	ENSCAFG00000009556	ENSCAFT00000015172	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CALR3	ENSCAFG00000015694	ENSCAFT00000024859	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CAMK2A	ENSCAFG00000018163	ENSCAFT00000028867	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CAMSAP1	ENSCAFG00000019723	ENSCAFT00000031364	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
CAMSAP3	ENSCAFG00000018288	ENSCAFT00000029051	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CARMIL1	ENSCAFG00000010536	ENSCAFT00000016760	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CARMIL1	ENSCAFG00000010536	ENSCAFT00000016771	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CASZ1	ENSCAFG00000016771	ENSCAFT00000026548	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CATSPERB	ENSCAFG00000010820	ENSCAFT00000017205	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CBFA2T3	ENSCAFG00000019852	ENSCAFT00000031590	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CBFA2T3	ENSCAFG00000019852	ENSCAFT00000049796	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CCDC174	ENSCAFG00000004495	ENSCAFT00000007247	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CCDC180	ENSCAFG00000002403	ENSCAFT00000003771	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CCDC180	ENSCAFG00000002403	ENSCAFT00000044596	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CCDC60	ENSCAFG00000009962	ENSCAFT00000015857	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CCDC60	ENSCAFG00000009962	ENSCAFT00000048505	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CCDC7	ENSCAFG00000003851	ENSCAFT00000006197	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CCDC7	ENSCAFG00000003851	ENSCAFT00000046241	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CCDC88A	ENSCAFG00000002796	ENSCAFT00000004477	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CCDC88B	ENSCAFG00000014400	ENSCAFT00000022914	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CCDC97	ENSCAFG00000005015	ENSCAFT00000008063	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CCND1	ENSCAFG00000010700	ENSCAFT00000017023	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CCND3	ENSCAFG00000001618	ENSCAFT00000002538	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CCNDBP1	ENSCAFG00000011930	ENSCAFT00000018985	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
CCNDBP1	ENSCAFG00000011930	ENSCAFT00000045847	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
CCNJ	ENSCAFG00000008454	ENSCAFT00000013415	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CCNJ	ENSCAFG00000008454	ENSCAFT00000048179	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CCR7	ENSCAFG00000030300	ENSCAFT00000049953	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CD53	ENSCAFG00000019772	ENSCAFT00000031438	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CD79A	ENSCAFG00000004980	ENSCAFT00000008000	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CD79A	ENSCAFG00000004980	ENSCAFT00000037106	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CD84	ENSCAFG00000012569	ENSCAFT00000019970	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CDH17	ENSCAFG00000009144	ENSCAFT00000014552	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
CDH17	ENSCAFG00000009144	ENSCAFT00000049692	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
